,flesch_reading_ease,smog_index,flesch_kincaid_grade,coleman_liau_index,automated_readability_index,dale_chall_readability_score,difficult_words,linsear_write_formula,gunning_fog,text_standard,mean_parse_tree_depth,mean_ents_per_sentence,mean_adj,mean_adp,mean_adv,mean_aux,mean_conj,mean_cconj,mean_det,mean_intj,mean_noun,mean_num,mean_part,mean_pron,mean_propn,mean_punct,mean_sconj,mean_sym,mean_verb,mean_x,mean_space,label,label_num
97,68.2,10.7,8.7,9.11,10.3,8.51,115.0,10.166666666666666,10.77,9.0,1.4716763005780347,1.55,1.78,2.58,1.0,1.52,0.0,0.6,2.2,0.0,4.32,0.38,0.55,1.1,1.68,0.38,0.55,0.0,1.98,0.0,1.0,B2,3
98,74.93,10.0,8.2,8.76,10.8,8.67,41.0,14.0,10.62,9.0,1.53125,2.0,0.86,2.36,0.64,0.93,0.0,0.79,2.21,0.0,4.57,0.36,0.64,1.93,3.07,0.0,0.36,0.0,3.21,0.0,0.93,B2,3
99,54.83,11.8,9.7,11.54,10.8,9.62,128.0,14.0,10.66,10.0,1.3169984686064318,2.4594594594594597,0.97,1.78,0.73,0.73,0.0,0.38,1.43,0.0,3.76,1.19,0.32,0.35,2.65,0.0,0.14,0.0,2.08,0.0,1.0,B2,3
100,69.62,10.6,8.1,9.28,9.8,7.78,102.0,12.0,9.76,10.0,1.3847072879330944,1.5,1.38,2.02,0.48,1.52,0.0,0.57,1.6,0.0,3.64,0.55,0.71,2.0,1.12,0.0,0.5,0.02,2.83,0.0,0.98,B2,3
101,60.75,10.9,9.5,10.44,10.9,9.28,141.0,8.666666666666666,10.69,11.0,1.3877300613496932,2.425,1.02,2.35,0.28,0.9,0.0,0.5,1.82,0.02,4.2,0.65,0.85,1.25,2.58,0.0,0.4,0.0,2.55,0.0,1.0,B2,3
102,72.16,9.7,7.2,9.16,8.7,10.52,21.0,8.333333333333334,10.15,10.0,1.2211538461538463,2.5,1.0,2.0,0.33,1.67,0.0,0.33,1.33,0.0,2.67,0.67,0.0,1.33,3.67,0.0,0.0,0.17,1.33,0.0,0.83,B2,3
103,60.85,11.5,9.4,10.44,10.8,7.82,43.0,16.5,10.04,11.0,1.2507739938080495,0.1875,1.25,1.69,1.62,1.81,0.0,0.62,1.75,0.0,4.38,0.06,0.88,1.06,0.19,0.25,0.69,0.0,3.0,0.0,0.94,B2,3
104,60.45,11.7,9.6,9.69,10.4,8.6,121.0,21.0,11.03,10.0,1.4178885630498534,1.5151515151515151,1.06,2.55,0.73,0.94,0.0,0.67,1.55,0.03,3.32,0.3,0.55,2.15,1.91,0.0,0.61,0.03,2.61,0.0,1.0,B2,3
105,63.83,11.1,10.4,8.3,11.5,8.2,89.0,7.428571428571429,11.95,12.0,1.4489208633093524,1.4444444444444444,1.67,2.56,1.56,1.48,0.0,1.04,2.3,0.0,4.44,0.15,0.93,2.7,1.81,0.0,0.67,0.0,3.48,0.0,0.96,B2,3
106,62.48,11.8,8.8,9.86,9.9,8.62,164.0,12.6,10.2,9.0,1.3550939663699308,0.9814814814814815,1.35,1.67,0.5,1.28,0.0,0.52,1.54,0.0,3.8,0.24,0.74,1.96,1.13,0.0,0.44,0.02,2.54,0.0,1.0,B2,3
107,63.39,11.0,8.5,10.09,9.5,8.65,55.0,12.4,10.07,9.0,1.067524115755627,1.5555555555555556,1.61,1.61,1.0,0.72,0.0,0.56,1.56,0.0,4.0,0.67,0.5,1.22,0.94,0.0,0.33,0.0,1.61,0.0,0.94,B2,3
108,66.47,11.0,9.4,8.53,10.7,8.65,50.0,13.75,10.8,9.0,1.3389021479713603,2.7777777777777777,1.11,2.78,0.5,1.11,0.0,0.5,2.67,0.0,3.61,1.33,0.89,1.28,3.11,0.0,0.22,0.5,2.72,0.0,0.94,B2,3
109,66.07,10.8,9.5,8.99,11.3,7.81,95.0,14.25,10.78,11.0,1.3725,2.0588235294117645,1.18,2.15,0.68,1.82,0.0,0.74,1.74,0.0,3.91,0.21,1.24,2.32,2.71,0.0,0.65,0.0,3.03,0.0,1.0,B2,3
110,73.17,9.3,6.8,7.18,7.0,7.74,158.0,5.75,8.55,7.0,1.1871192341166232,0.43478260869565216,1.07,1.77,0.75,1.12,0.0,0.45,1.33,0.0,3.16,0.23,0.41,1.94,0.19,0.54,0.38,0.03,2.29,0.01,0.99,B2,3
111,63.19,11.9,8.5,9.74,9.3,8.56,48.0,10.5,9.87,9.0,1.2433333333333334,1.9411764705882353,1.53,2.29,0.65,0.94,0.0,0.59,1.53,0.0,2.82,0.35,0.18,1.06,2.76,0.0,0.12,0.0,1.88,0.0,0.94,B2,3
112,70.63,10.3,7.8,9.05,9.3,8.44,51.0,8.666666666666666,9.64,10.0,1.3352112676056338,1.5789473684210527,1.68,2.42,0.74,0.95,0.0,0.53,2.0,0.0,3.84,0.53,0.42,1.47,1.58,0.11,0.16,0.0,1.32,0.0,0.95,B2,3
113,62.48,11.6,8.8,10.03,10.0,8.67,121.0,8.0,9.79,9.0,1.296068796068796,1.6818181818181819,0.8,1.82,0.48,1.09,0.0,0.5,1.73,0.0,3.59,0.59,0.5,1.25,2.14,0.0,0.39,0.02,2.57,0.0,1.0,B2,3
114,62.38,11.9,8.9,10.32,10.2,8.19,214.0,22.0,9.53,9.0,1.3958620689655172,1.7820512820512822,0.77,2.03,0.62,0.82,0.0,0.46,1.65,0.0,3.58,0.45,0.53,1.38,2.31,0.0,0.32,0.0,2.59,0.0,1.0,B2,3
115,93.44,6.2,3.1,3.4,3.0,5.82,19.0,4.666666666666667,5.17,3.0,0.7896551724137931,0.38095238095238093,0.67,1.1,1.05,1.52,0.0,0.38,0.76,0.24,1.19,0.1,0.76,2.0,0.38,0.1,0.38,0.0,2.19,0.0,1.0,B2,3
116,65.46,11.3,9.7,8.13,10.5,8.15,61.0,10.8,11.17,11.0,1.2025316455696202,1.65,1.9,2.3,1.0,1.8,0.0,0.7,2.3,0.0,4.25,0.6,0.9,2.2,1.3,0.0,0.65,0.0,2.85,0.0,0.95,B2,3
117,70.84,11.0,7.7,9.74,10.0,8.84,153.0,9.0,9.8,10.0,1.245392822502425,1.7169811320754718,1.38,1.91,0.74,1.08,0.0,0.64,1.42,0.02,4.02,0.62,0.47,1.08,1.62,0.62,0.28,0.06,2.51,0.0,1.0,B2,3
118,71.14,11.2,7.6,7.94,8.5,9.07,88.0,12.4,9.89,8.0,1.2925764192139737,2.2285714285714286,1.03,2.29,0.6,0.74,0.0,0.8,1.94,0.0,4.89,1.86,0.23,0.63,0.8,0.06,0.2,0.37,1.97,0.0,1.0,B2,3
119,66.27,11.4,9.4,9.23,11.3,8.74,93.0,10.166666666666666,11.19,9.0,1.3418290854572714,3.0344827586206895,1.66,2.52,0.72,0.93,0.0,0.66,2.52,0.0,4.45,1.07,0.72,0.93,2.69,0.0,0.38,0.0,2.79,0.0,0.97,B2,3
120,67.89,11.1,8.8,8.41,9.9,8.2,86.0,9.0,11.16,9.0,1.4793103448275862,0.8888888888888888,1.81,2.63,1.33,1.41,0.0,0.81,1.96,0.0,4.33,0.15,0.63,2.04,0.85,0.0,0.37,0.0,2.19,0.0,0.96,B2,3
121,70.53,10.7,7.8,8.0,8.5,8.56,47.0,8.666666666666666,10.11,9.0,1.449685534591195,2.1176470588235294,1.29,2.24,0.82,0.88,0.0,0.47,2.18,0.0,2.65,0.76,0.47,1.24,2.71,0.06,0.29,0.0,1.71,0.0,0.94,B2,3
122,61.87,11.0,9.1,11.02,11.0,8.74,49.0,8.0,10.22,11.0,1.2541254125412542,1.8125,1.44,2.31,0.5,1.06,0.0,0.56,2.62,0.0,3.62,0.5,0.31,0.5,2.31,0.12,0.31,0.0,1.81,0.0,0.94,B2,3
123,61.36,11.8,9.2,10.56,10.7,8.13,87.0,12.4,10.1,11.0,1.2775193798449613,2.3333333333333335,0.91,1.39,0.42,1.18,0.0,0.79,1.55,0.0,3.15,0.42,0.73,0.97,3.94,0.0,0.18,0.0,2.94,0.0,0.97,B2,3
124,67.49,10.4,9.0,8.76,10.6,8.16,119.0,13.5,10.13,9.0,1.3938144329896907,2.3333333333333335,1.64,3.0,0.93,0.95,0.0,0.71,2.17,0.05,3.86,0.62,0.5,1.67,1.76,0.9,0.43,0.0,2.83,0.05,1.0,B2,3
125,66.78,12.1,9.2,10.62,12.1,8.47,30.0,10.666666666666666,11.43,11.0,1.434959349593496,2.4545454545454546,1.45,2.64,0.55,1.0,0.0,0.45,1.82,0.09,3.73,1.09,0.36,1.36,3.73,0.0,0.45,0.0,2.73,0.0,0.91,B2,3
126,58.21,12.3,10.5,9.75,11.5,8.59,98.0,16.75,11.65,12.0,1.5766871165644172,2.4827586206896552,1.38,3.21,0.38,0.93,0.0,0.45,2.1,0.0,4.69,0.83,0.52,0.93,3.03,0.0,0.55,0.0,2.45,0.0,1.0,B2,3
127,64.64,12.1,10.1,8.54,11.3,8.04,99.0,15.5,11.95,9.0,1.5347432024169185,2.0,1.41,2.26,0.56,1.67,0.0,0.96,2.37,0.0,4.78,0.33,1.11,2.15,1.89,0.0,0.59,0.0,3.48,0.0,0.96,B2,3
128,69.62,11.1,8.1,9.92,10.2,7.87,47.0,10.5,9.44,8.0,1.4619718309859155,2.111111111111111,1.11,2.33,0.56,0.83,0.0,0.33,2.67,0.0,3.79,1.11,0.44,1.06,2.0,0.11,0.33,0.0,1.83,0.0,1.0,B2,3
129,65.56,11.2,9.7,9.41,11.6,8.78,149.0,8.666666666666666,11.73,9.0,1.4636752136752136,1.5128205128205128,1.46,3.13,1.05,1.51,0.0,0.79,1.97,0.0,4.56,0.28,0.64,1.95,1.97,0.23,0.44,0.03,3.0,0.0,0.97,B2,3
130,60.55,10.8,9.6,9.57,10.3,8.06,143.0,12.4,10.37,10.0,1.289827255278311,1.64,1.36,2.4,1.08,1.14,0.0,0.62,1.68,0.0,3.9,0.58,0.92,1.36,1.26,0.2,0.4,0.2,2.76,0.0,0.98,B2,3
131,70.94,9.7,7.6,8.58,8.7,7.9,120.0,6.714285714285714,9.2,9.0,1.3262158956109134,0.4782608695652174,1.2,1.59,0.61,1.11,0.0,0.72,1.54,0.0,4.17,0.13,0.59,2.39,0.39,0.0,0.37,0.07,2.41,0.07,0.98,B2,3
132,52.39,11.3,10.6,11.14,11.3,9.66,63.0,12.4,10.5,11.0,1.6241610738255035,3.7333333333333334,1.33,2.73,0.73,0.67,0.0,0.4,1.93,0.0,4.47,1.33,0.27,0.13,2.73,0.0,0.27,0.0,1.93,0.0,0.93,B2,3
133,72.39,10.3,9.1,8.36,11.7,7.73,133.0,15.5,11.23,8.0,1.347496206373293,1.9183673469387754,1.63,2.92,1.29,1.22,0.0,1.1,2.49,0.02,5.14,0.61,1.12,1.82,1.61,1.0,0.53,0.08,3.31,0.0,1.0,B2,3
134,69.31,11.5,8.3,8.7,9.5,8.24,158.0,8.666666666666666,10.51,9.0,1.5578358208955223,0.9807692307692307,1.29,2.15,0.75,1.29,0.0,0.54,2.13,0.0,3.62,0.29,0.77,1.96,0.85,0.63,0.56,0.04,2.73,0.04,0.98,B2,3
135,75.54,8.5,7.9,7.6,9.5,9.42,29.0,11.0,9.16,8.0,1.2081447963800904,4.4,2.1,2.4,0.7,0.1,0.0,0.5,2.0,0.0,3.91,2.3,0.4,0.7,3.1,0.0,0.3,0.0,2.2,0.0,1.0,B2,3
136,49.72,12.9,9.6,11.59,9.8,8.37,41.0,8.857142857142858,10.32,10.0,1.311926605504587,1.6666666666666667,1.13,1.8,0.53,0.07,0.0,0.4,1.6,0.0,2.3,0.07,0.0,0.67,2.33,0.0,0.07,0.0,1.4,0.0,1.0,B2,3
137,68.4,12.0,8.6,9.69,10.7,8.03,43.0,11.8,10.99,9.0,1.585987261146497,1.4666666666666666,1.4,2.73,0.93,1.13,0.0,0.8,2.93,0.0,3.62,0.8,0.53,0.53,2.07,0.0,0.27,0.0,1.87,0.0,1.0,B2,3
138,69.92,10.2,8.0,7.94,8.7,7.83,49.0,14.75,9.37,8.0,1.322314049586777,0.9473684210526315,1.05,2.58,0.47,1.0,0.0,0.47,1.95,0.0,3.74,0.47,0.37,1.37,2.0,0.0,0.47,0.0,2.21,0.0,0.95,B2,3
139,64.71,11.3,8.0,11.82,10.5,9.01,54.0,7.0,9.6,8.0,1.470404984423676,2.35,1.1,2.4,0.25,0.65,0.0,0.2,1.6,0.0,2.95,0.45,0.15,0.7,2.45,0.1,0.35,0.0,1.75,0.0,0.95,B2,3
140,72.56,9.8,7.0,8.7,8.1,7.94,80.0,4.3,9.2,9.0,1.3677536231884058,0.9090909090909091,0.79,2.09,0.79,1.12,0.0,0.48,2.15,0.03,3.06,0.15,0.39,1.48,1.06,0.0,0.27,0.0,1.85,0.0,1.0,B2,3
141,67.18,9.3,9.1,9.63,11.4,8.18,80.0,11.0,10.02,10.0,1.392753623188406,1.6,0.97,2.3,0.33,1.5,0.0,0.73,2.1,0.0,4.37,0.53,0.83,1.8,2.0,0.53,0.53,0.0,3.47,0.0,1.0,B2,3
142,63.09,11.2,8.6,9.74,9.5,9.37,53.0,8.0,9.89,10.0,1.4290429042904291,3.0,0.88,2.82,0.41,0.71,0.0,0.47,1.18,0.0,2.29,1.18,0.29,1.12,3.18,0.0,0.35,0.12,1.88,0.0,0.94,B2,3
143,70.43,10.5,7.8,8.18,8.7,7.48,129.0,7.666666666666666,9.59,8.0,1.2963311382878646,1.1964285714285714,1.3,1.84,0.75,1.48,0.0,0.86,1.38,0.0,3.23,0.09,0.84,2.29,1.07,0.0,0.3,0.0,2.5,0.0,1.0,B2,3
144,59.53,12.2,9.9,9.34,10.6,8.62,47.0,16.5,11.1,10.0,1.4605678233438486,1.8,1.8,2.27,0.53,0.67,0.0,0.6,2.53,0.0,4.0,0.33,0.27,1.53,2.33,0.0,0.6,0.0,2.67,0.0,1.0,B2,3
145,72.76,10.0,6.9,8.47,8.0,8.23,144.0,7.2857142857142865,8.76,8.0,1.2465501379944801,1.1904761904761905,0.95,1.73,0.63,1.14,0.0,0.65,1.3,0.0,2.67,0.19,0.62,1.89,1.4,0.46,0.4,0.02,2.17,0.0,1.0,B2,3
146,29.38,16.2,15.3,15.79,17.8,10.05,97.0,17.0,15.62,16.0,2.063613231552163,0.8666666666666667,2.6,3.07,0.27,1.0,0.0,1.6,1.67,0.0,7.6,0.47,0.67,1.47,0.8,0.2,0.4,0.0,3.4,0.07,0.93,B2,3
147,74.39,10.0,6.3,9.56,8.4,8.7,190.0,6.0,8.85,9.0,1.2170418006430868,1.175,1.16,1.54,0.6,0.85,0.0,0.4,1.48,0.0,3.38,0.49,0.38,0.85,0.9,0.6,0.3,0.0,1.61,0.01,1.0,B2,3
148,66.33,11.0,7.3,9.97,8.3,8.23,49.0,13.2,8.21,8.0,1.3300970873786409,1.5238095238095237,1.14,1.48,0.38,0.48,0.0,0.67,1.38,0.0,2.71,0.14,0.33,0.48,2.14,0.1,0.1,0.0,1.62,0.0,1.0,B2,3
149,67.49,11.1,9.0,8.24,9.9,8.56,74.0,15.5,11.2,9.0,1.2535211267605635,1.434782608695652,1.65,2.48,1.0,1.35,0.0,0.78,1.96,0.0,3.87,0.39,0.3,2.3,1.26,0.0,0.7,0.0,2.61,0.0,0.96,B2,3
150,61.67,11.1,9.1,10.96,11.1,8.95,115.0,6.625,10.3,11.0,1.4254317111459969,1.9090909090909092,1.27,1.73,0.39,1.18,0.0,0.76,1.91,0.03,3.61,0.18,0.58,1.45,2.55,0.0,0.27,0.0,2.39,0.03,0.97,B2,3
151,60.18,11.3,11.8,9.58,14.3,9.47,88.0,20.666666666666668,12.8,12.0,1.282442748091603,4.611111111111111,2.0,3.94,0.83,1.22,0.0,0.39,2.44,0.0,4.67,1.39,0.89,1.22,5.56,0.0,0.83,0.0,2.78,0.0,0.94,B2,3
152,75.91,8.6,5.7,8.57,6.8,7.15,42.0,6.0,6.69,7.0,1.3667711598746082,0.5833333333333334,0.92,1.21,0.5,0.62,0.0,0.21,1.5,0.0,2.58,0.08,0.54,1.12,0.46,0.0,0.38,0.0,2.21,0.0,0.96,B2,3
153,73.21,10.2,8.8,6.51,9.6,7.19,62.0,14.75,11.03,7.0,1.3779264214046822,0.5416666666666666,1.38,2.46,1.42,1.21,0.0,0.92,1.67,0.0,4.38,0.33,1.17,3.67,0.33,0.0,1.04,0.0,4.0,0.0,0.96,B2,3
154,61.87,11.1,9.1,10.26,10.5,8.29,131.0,10.5,9.81,11.0,1.3964365256124722,1.0217391304347827,1.26,2.26,0.41,0.8,0.0,0.61,1.52,0.0,4.67,0.72,0.8,1.33,0.8,0.59,0.22,0.0,2.52,0.0,1.0,B2,3
155,64.2,11.2,8.2,10.32,9.4,8.73,59.0,8.571428571428571,9.94,9.0,1.5207100591715976,1.4,1.35,2.55,0.4,0.7,0.0,0.45,1.7,0.0,3.8,0.45,0.3,1.0,1.25,0.3,0.1,0.0,1.6,0.0,0.95,B2,3
156,54.42,12.7,9.8,10.09,9.7,7.68,46.0,10.666666666666666,10.51,10.0,1.631578947368421,1.411764705882353,1.41,2.47,0.71,1.47,0.0,0.41,2.24,0.0,3.18,0.18,0.29,1.12,1.71,0.12,0.24,0.0,1.41,0.0,0.94,B2,3
157,65.56,9.8,9.7,8.77,11.0,8.3,158.0,11.8,10.71,10.0,1.3930976430976432,3.26,1.42,2.96,0.78,1.42,0.0,0.62,1.98,0.0,4.34,0.86,0.66,1.44,3.2,0.0,0.36,0.04,2.68,0.0,1.0,B2,3
158,71.34,10.7,7.5,8.12,8.2,8.76,56.0,8.333333333333334,9.94,8.0,1.4230769230769231,1.35,1.25,2.1,0.85,1.1,0.0,0.55,1.5,0.0,2.65,0.3,0.4,2.0,1.45,0.2,0.35,0.0,1.9,0.0,1.0,B2,3
159,66.98,10.8,9.2,8.53,10.6,8.44,114.0,15.0,10.58,11.0,1.5712682379349046,1.394736842105263,1.63,2.21,1.21,1.37,0.0,0.71,2.0,0.0,4.11,0.29,0.87,2.13,1.89,0.76,0.37,0.0,2.87,0.03,1.0,B2,3
160,75.1,8.4,6.0,8.45,7.3,8.49,27.0,6.125,6.98,7.0,1.3463414634146342,1.2857142857142858,0.86,2.21,1.0,0.57,0.0,0.57,0.64,0.0,3.29,1.36,0.36,0.64,0.0,0.0,0.36,0.0,1.86,0.0,0.93,B2,3
161,67.79,11.1,8.8,10.15,11.5,8.69,105.0,15.0,11.08,9.0,1.5193452380952381,0.8666666666666667,1.73,2.6,0.93,1.0,0.0,0.9,1.7,0.0,5.27,0.07,0.4,1.43,1.27,0.9,0.27,0.0,2.93,0.0,1.0,B2,3
162,79.5,9.1,6.4,8.99,9.1,7.89,99.0,5.375,8.76,9.0,1.2980535279805352,0.7333333333333333,1.51,1.8,0.84,1.24,0.0,0.78,1.09,0.02,4.0,0.16,0.64,1.62,0.84,0.0,0.42,0.0,2.31,0.0,0.98,B2,3
163,70.02,10.6,8.0,8.64,9.2,8.57,57.0,6.125,9.58,9.0,1.6782608695652175,1.7777777777777777,1.67,2.78,0.5,0.94,0.0,0.44,1.78,0.0,3.17,0.39,0.44,1.5,2.56,0.11,0.39,0.0,1.56,0.0,0.94,B2,3
164,51.01,12.3,13.2,11.38,16.1,9.65,238.0,15.5,13.56,14.0,1.40635798203179,5.895833333333333,2.31,3.31,0.67,1.33,0.0,0.5,2.54,0.0,5.69,1.6,0.73,1.08,5.81,0.0,0.54,0.25,2.79,0.0,0.98,B2,3
165,74.19,9.2,6.4,9.5,8.2,8.63,58.0,8.5,8.2,9.0,1.1786743515850144,1.565217391304348,1.17,2.04,0.74,0.61,0.0,0.48,0.96,0.0,3.09,0.61,0.17,1.09,1.35,0.0,0.17,0.0,1.65,0.0,0.96,B2,3
166,52.43,13.7,12.7,9.99,14.4,9.24,140.0,19.0,14.93,10.0,1.4513157894736841,1.4615384615384615,1.85,3.58,1.04,1.08,0.0,1.0,3.19,0.04,6.42,0.73,0.85,1.81,1.5,0.85,0.42,0.0,3.65,0.0,1.0,B2,3
167,66.37,10.5,9.4,9.57,11.7,8.38,142.0,6.0,10.9,11.0,1.312619502868069,1.8636363636363635,1.82,2.68,0.84,1.3,0.0,0.89,2.7,0.05,4.09,0.39,0.5,1.48,2.93,0.77,0.36,0.0,1.95,0.0,1.0,B2,3
168,61.06,11.1,9.4,10.04,10.4,8.38,165.0,10.6,10.26,11.0,1.5819521178637201,1.7272727272727273,1.55,2.16,0.75,1.11,0.0,0.58,1.89,0.0,3.82,0.87,0.51,1.11,1.58,0.0,0.33,0.05,2.45,0.0,0.98,B2,3
169,65.01,10.7,7.8,9.45,8.6,8.18,45.0,6.5,8.33,9.0,1.263975155279503,2.3,1.1,1.75,0.55,0.75,0.0,0.45,1.65,0.0,2.55,0.25,0.45,0.65,2.8,0.3,0.2,0.0,1.65,0.05,0.95,B2,3
170,68.91,10.7,8.4,8.59,9.5,8.65,46.0,11.6,10.16,9.0,1.3496932515337423,2.75,1.19,3.0,0.31,0.94,0.0,0.5,1.69,0.0,4.12,0.5,0.31,1.38,3.0,0.0,0.38,0.0,1.75,0.0,1.0,B2,3
171,71.14,10.4,7.6,7.02,7.3,7.92,28.0,10.333333333333334,8.68,8.0,1.2011173184357542,0.6,1.0,1.2,0.8,1.8,0.0,0.7,0.9,0.0,2.1,0.1,1.0,2.7,1.1,0.0,0.8,0.0,2.8,0.0,0.9,B2,3
172,64.0,10.8,8.2,9.68,9.0,8.45,55.0,8.5,9.68,9.0,1.3694444444444445,1.7142857142857142,1.1,1.62,0.86,1.19,0.0,0.48,1.48,0.0,3.0,0.29,0.1,1.86,1.71,0.48,0.38,0.0,1.67,0.0,0.95,B2,3
173,54.83,12.8,9.7,10.84,10.2,8.75,47.0,8.714285714285714,11.44,10.0,1.2555066079295154,0.6153846153846154,1.08,2.0,0.85,0.92,0.0,0.85,1.31,0.08,3.31,0.15,0.38,2.0,1.54,0.0,0.08,0.0,2.0,0.0,0.92,B2,3
174,85.79,6.9,4.0,6.13,4.5,6.96,34.0,4.2,5.72,7.0,1.2662538699690402,0.5925925925925926,0.48,1.33,0.33,0.81,0.0,0.33,1.22,0.0,2.15,0.3,0.63,1.19,0.37,0.0,0.11,0.0,1.74,0.0,0.96,B2,3
175,70.84,11.1,7.7,8.64,9.0,7.98,111.0,14.75,10.04,8.0,1.229746070133011,0.9767441860465116,1.21,1.86,0.58,1.58,0.0,0.63,1.81,0.0,3.07,0.49,0.63,1.95,1.16,0.65,0.33,0.0,2.23,0.05,1.0,B2,3
176,68.91,11.1,8.4,9.57,10.2,7.76,78.0,14.5,10.27,8.0,1.318452380952381,1.696969696969697,0.58,1.76,0.7,1.21,0.0,0.58,2.73,0.03,4.76,0.67,0.58,0.88,1.48,0.0,0.61,0.0,2.82,0.0,1.0,B2,3
177,55.34,13.2,9.5,11.54,10.5,8.68,60.0,11.166666666666666,11.39,12.0,1.4131147540983606,1.5555555555555556,0.94,2.0,0.5,0.94,0.0,0.5,1.72,0.0,3.5,0.5,0.39,1.11,1.83,0.0,0.11,0.06,1.89,0.0,0.94,B2,3
178,73.58,9.4,6.6,9.27,8.4,8.13,50.0,5.666666666666667,8.19,9.0,1.4761904761904763,0.6190476190476191,0.9,1.67,0.67,0.81,0.0,0.67,1.29,0.0,3.67,0.05,0.57,0.95,0.76,0.19,0.43,0.0,2.38,0.0,1.0,B2,3
179,71.55,9.7,7.4,8.58,8.6,8.67,53.0,7.142857142857142,9.2,9.0,1.3551724137931034,1.1875,0.69,1.81,0.69,0.94,0.0,0.62,0.94,0.06,3.06,0.25,1.0,2.5,1.69,0.0,0.31,0.0,2.5,0.0,1.0,B2,3
180,61.87,11.6,9.1,9.39,10.1,8.31,116.0,15.5,10.52,9.0,1.0850785340314135,1.2162162162162162,1.3,1.73,0.81,1.54,0.0,0.46,1.65,0.0,3.3,0.14,0.84,1.95,1.7,1.27,0.59,0.03,2.35,0.0,1.0,B2,3
181,66.57,11.2,9.3,8.65,10.8,8.38,105.0,12.0,10.99,9.0,1.4583835946924004,2.0285714285714285,1.06,2.89,0.63,1.4,0.0,0.74,2.14,0.0,4.91,0.8,0.54,1.71,1.63,0.57,0.43,0.2,3.03,0.0,1.0,B2,3
182,69.82,11.4,8.1,10.56,10.7,7.98,128.0,8.0,10.27,8.0,1.4834070796460177,1.891304347826087,1.2,2.2,0.72,1.11,0.0,0.57,1.96,0.0,3.26,0.22,0.78,1.22,2.22,0.0,0.37,0.0,2.43,0.0,1.0,B2,3
183,68.7,10.4,8.5,9.69,10.4,9.11,47.0,11.2,10.14,10.0,1.4962406015037595,1.4615384615384615,1.38,2.62,0.62,0.46,0.0,0.54,2.54,0.0,4.0,0.38,0.69,1.54,2.23,0.0,0.31,0.0,2.23,0.0,0.92,B2,3
184,53.71,13.2,10.1,11.89,11.6,9.11,62.0,11.5,11.43,12.0,1.4375,2.7058823529411766,1.35,2.94,0.29,0.65,0.0,0.47,1.94,0.0,3.29,0.76,0.47,1.0,2.88,0.12,0.06,0.0,1.59,0.0,1.0,B2,3
185,55.34,11.4,9.5,10.09,9.4,9.14,70.0,11.0,10.13,10.0,1.2668621700879765,1.8,1.05,2.15,0.3,1.15,0.0,0.6,1.4,0.0,3.4,0.6,0.25,1.55,1.65,0.1,0.3,0.0,1.6,0.0,0.95,B2,3
186,77.64,8.7,5.1,8.74,6.4,7.51,40.0,5.777777777777778,6.45,6.0,0.9763313609467456,0.7931034482758621,0.45,1.0,0.76,0.59,0.0,0.14,1.34,0.0,2.69,0.24,0.28,0.55,0.55,0.0,0.31,0.0,1.79,0.0,0.97,B2,3
187,68.26,10.1,6.6,10.3,8.2,8.68,55.0,6.0,7.91,8.0,1.2795698924731183,1.4545454545454546,0.91,1.18,0.5,0.55,0.0,0.41,1.18,0.0,2.45,0.14,0.32,0.77,1.45,0.0,0.23,0.0,1.64,0.0,0.95,B2,3
188,70.53,10.5,7.8,9.39,9.7,8.4,120.0,14.75,10.4,10.0,1.4267015706806283,1.825,1.05,1.95,0.62,0.98,0.0,0.57,1.58,0.0,3.45,0.3,0.52,1.62,2.22,0.0,0.45,0.0,2.75,0.0,1.0,B2,3
189,33.75,15.7,13.6,15.26,15.6,11.63,85.0,16.0,14.34,16.0,1.3309859154929577,1.4615384615384615,2.46,2.31,0.08,0.15,0.0,1.08,0.54,0.0,5.31,0.77,0.46,1.31,3.85,0.23,0.0,0.0,2.38,0.0,0.92,B2,3
190,90.8,6.9,4.1,7.01,6.4,6.81,27.0,7.833333333333334,6.52,7.0,1.275229357798165,0.5238095238095238,0.62,1.62,0.48,0.71,0.0,0.57,1.57,0.0,3.29,0.1,0.43,2.1,0.33,0.19,0.29,0.0,2.33,0.0,0.95,B2,3
191,70.43,10.6,7.8,8.52,9.0,7.99,69.0,5.444444444444445,9.26,9.0,1.3308957952468008,1.7586206896551724,0.86,2.28,0.52,1.14,0.0,0.14,2.0,0.0,3.93,0.48,0.72,1.24,1.38,0.0,0.31,0.0,2.83,0.0,1.0,B2,3
192,71.04,11.2,7.6,9.68,9.7,7.99,129.0,15.75,9.78,10.0,1.2855614973262033,2.06,1.2,1.8,0.56,1.16,0.0,0.44,1.8,0.0,2.82,0.14,0.52,1.44,3.18,0.0,0.28,0.02,2.22,0.0,1.0,B2,3
193,63.29,11.1,8.5,9.57,9.2,8.15,152.0,8.666666666666666,9.37,9.0,1.3374524714828897,1.4576271186440677,0.8,1.47,0.53,1.15,0.0,0.54,1.71,0.0,3.34,0.14,0.78,1.58,1.8,0.0,0.37,0.0,2.61,0.0,1.0,B2,3
194,65.83,10.9,7.5,11.19,9.5,7.68,44.0,6.75,8.73,8.0,1.1291390728476822,1.05,1.25,1.4,0.75,0.8,0.0,0.75,0.65,0.0,2.65,0.05,0.65,1.75,1.0,0.0,0.4,0.0,2.05,0.0,0.95,B2,3
